,year,month,day,hour,season,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,PM_Mean,PM_Class
96,2013,3,9,14,1,-21.0,8.0,1012.0,11.0,3,64.37,0.0,0.0,36.250,1
97,2013,3,9,15,1,-22.0,8.0,1014.0,10.0,3,76.44,0.0,0.0,20.750,1
98,2013,3,9,16,1,-22.0,8.0,1015.0,10.0,3,86.27,0.0,0.0,16.000,1
99,2013,3,9,17,1,-22.0,8.0,1017.0,10.0,3,94.32,0.0,0.0,14.500,1
100,2013,3,9,18,1,-22.0,9.0,1018.0,9.0,3,103.26,0.0,0.0,12.750,1
101,2013,3,9,19,1,-22.0,10.0,1022.0,7.0,3,113.09,0.0,0.0,12.000,1
102,2013,3,9,20,1,-21.0,12.0,1023.0,6.0,3,122.03,0.0,0.0,11.250,1
103,2013,3,9,21,1,-21.0,13.0,1025.0,5.0,3,134.1,0.0,0.0,12.500,1
104,2013,3,9,22,1,-21.0,13.0,1026.0,5.0,3,143.04,0.0,0.0,9.500,1
105,2013,3,9,23,1,-21.0,14.0,1027.0,4.0,3,148.85,0.0,0.0,10.750,1
106,2013,3,10,0,1,-19.0,19.0,1027.0,2.0,1,1.79,0.0,0.0,9.000,1
107,2013,3,10,1,1,-15.0,31.0,1027.0,0.0,2,3.13,0.0,0.0,13.500,1
108,2013,3,10,2,1,-13.0,42.0,1027.0,-2.0,2,4.92,0.0,0.0,19.000,1
109,2013,3,10,3,1,-16.0,26.0,1027.0,1.0,0,0.89,0.0,0.0,17.500,1
110,2013,3,10,4,1,-12.0,53.0,1027.0,-4.0,1,0.89,0.0,0.0,27.500,1
111,2013,3,10,5,1,-13.0,42.0,1028.0,-2.0,0,0.89,0.0,0.0,28.750,1
112,2013,3,10,6,1,-10.0,62.0,1028.0,-4.0,0,1.78,0.0,0.0,29.750,1
113,2013,3,10,7,1,-10.0,62.0,1028.0,-4.0,0,2.67,0.0,0.0,29.250,1
114,2013,3,10,8,1,-11.0,40.0,1029.0,1.0,2,1.79,0.0,0.0,27.000,1
115,2013,3,10,9,1,-19.0,13.0,1029.0,7.0,2,5.81,0.0,0.0,25.750,1
116,2013,3,10,10,1,-19.0,12.0,1029.0,8.0,2,10.73,0.0,0.0,33.000,1
117,2013,3,10,11,1,-21.0,9.0,1028.0,10.0,2,15.65,0.0,0.0,30.500,1
118,2013,3,10,12,1,-20.0,10.0,1028.0,10.0,2,19.67,0.0,0.0,32.250,1
119,2013,3,10,13,1,-22.0,8.0,1026.0,11.0,2,23.69,0.0,0.0,33.750,1
120,2013,3,10,14,1,-20.0,8.0,1025.0,12.0,2,28.61,0.0,0.0,35.500,1
121,2013,3,10,15,1,-20.0,8.0,1024.0,12.0,2,33.53,0.0,0.0,37.250,1
122,2013,3,10,16,1,-19.0,9.0,1024.0,12.0,2,39.34,0.0,0.0,43.000,1
123,2013,3,10,17,1,-18.0,11.0,1024.0,11.0,2,45.15,0.0,0.0,52.000,2
124,2013,3,10,18,1,-16.0,15.0,1024.0,9.0,2,50.07,0.0,0.0,61.000,2
125,2013,3,10,19,1,-15.0,17.0,1024.0,8.0,2,53.2,0.0,0.0,75.000,2
126,2013,3,10,20,1,-14.0,22.0,1025.0,6.0,2,54.99,0.0,0.0,72.250,2
127,2013,3,10,21,1,-12.0,30.0,1025.0,4.0,2,56.78,0.0,0.0,82.750,2
128,2013,3,10,22,1,-12.0,27.0,1025.0,5.0,2,58.57,0.0,0.0,82.250,2
129,2013,3,10,23,1,-11.0,37.0,1025.0,2.0,2,60.36,0.0,0.0,80.750,2
130,2013,3,11,0,1,-11.0,34.0,1025.0,3.0,2,62.15,0.0,0.0,95.750,2
131,2013,3,11,1,1,-10.0,43.0,1024.0,1.0,2,65.28,0.0,0.0,99.000,2
132,2013,3,11,2,1,-10.0,43.0,1024.0,1.0,0,0.89,0.0,0.0,107.500,3
133,2013,3,11,3,1,-9.0,50.0,1023.0,0.0,0,1.78,0.0,0.0,103.250,3
134,2013,3,11,4,1,-8.0,58.0,1023.0,-1.0,2,0.89,0.0,0.0,100.750,3
135,2013,3,11,5,1,-8.0,58.0,1023.0,-1.0,2,2.68,0.0,0.0,96.000,2
136,2013,3,11,6,1,-8.0,58.0,1023.0,-1.0,0,0.89,0.0,0.0,89.750,2
137,2013,3,11,7,1,-6.0,68.0,1023.0,-1.0,0,1.78,0.0,0.0,101.250,3
138,2013,3,11,8,1,-7.0,47.0,1023.0,3.0,2,1.79,0.0,0.0,109.000,3
139,2013,3,11,9,1,-8.0,41.0,1023.0,4.0,2,3.58,0.0,0.0,129.750,3
140,2013,3,11,10,1,-8.0,35.0,1022.0,6.0,2,6.71,0.0,0.0,134.000,3
141,2013,3,11,11,1,-9.0,30.0,1022.0,7.0,2,8.5,0.0,0.0,113.250,3
142,2013,3,11,12,1,-9.0,28.0,1021.0,8.0,2,11.63,0.0,0.0,121.750,3
143,2013,3,11,13,1,-9.0,26.0,1019.0,9.0,2,13.42,0.0,0.0,117.500,3
144,2013,3,11,14,1,-9.0,23.0,1018.0,11.0,2,19.23,0.0,0.0,107.250,3
145,2013,3,11,15,1,-8.0,23.0,1017.0,12.0,2,24.15,0.0,0.0,114.250,3
146,2013,3,11,16,1,-9.0,22.0,1016.0,12.0,2,29.07,0.0,0.0,139.000,3
147,2013,3,11,17,1,-6.0,29.0,1015.0,11.0,2,33.09,0.0,0.0,140.500,3
148,2013,3,11,18,1,-4.0,39.0,1016.0,9.0,2,34.88,0.0,0.0,148.250,3
149,2013,3,11,19,1,-4.0,39.0,1016.0,9.0,2,36.67,0.0,0.0,161.500,4
150,2013,3,11,20,1,-3.0,42.0,1016.0,9.0,2,37.56,0.0,0.0,160.250,4
151,2013,3,11,21,1,-3.0,45.0,1016.0,8.0,2,39.35,0.0,0.0,123.750,3
152,2013,3,11,22,1,-4.0,39.0,1016.0,9.0,2,42.48,0.0,0.0,107.750,3
153,2013,3,11,23,1,-4.0,42.0,1015.0,8.0,2,44.27,0.0,0.0,109.250,3
154,2013,3,12,0,1,-4.0,42.0,1014.0,8.0,2,46.06,0.0,0.0,125.000,3
155,2013,3,12,1,1,-3.0,52.0,1013.0,6.0,2,47.85,0.0,0.0,127.750,3
156,2013,3,12,2,1,-3.0,52.0,1013.0,6.0,0,0.89,0.0,0.0,126.000,3
157,2013,3,12,3,1,-2.0,56.0,1012.0,6.0,0,1.78,0.0,0.0,129.000,3
158,2013,3,12,4,1,-1.0,65.0,1012.0,5.0,0,2.67,0.5,0.5,134.000,3
159,2013,3,12,5,1,0.0,75.0,1012.0,4.0,1,0.89,0.3,0.8,140.250,3
160,2013,3,12,6,1,1.0,86.0,1012.0,3.0,2,1.79,1.0,1.8,129.000,3
161,2013,3,12,7,1,1.0,86.0,1012.0,3.0,0,0.89,2.6,4.4,120.500,3
162,2013,3,12,8,1,1.0,86.0,1012.0,3.0,0,1.34,0.3,4.7,119.250,3
163,2013,3,12,9,1,2.0,93.0,1013.0,3.0,0,2.23,0.1,4.8,126.250,3
164,2013,3,12,10,1,2.0,93.0,1012.0,3.0,3,1.79,0.2,5.0,145.000,3
165,2013,3,12,11,1,2.0,86.0,1012.0,4.0,0,0.89,0.1,5.1,150.750,4
166,2013,3,12,12,1,3.0,93.0,1012.0,4.0,3,0.89,0.1,5.2,149.500,3
167,2013,3,12,13,1,3.0,86.0,1012.0,5.0,3,4.02,0.0,0.0,141.000,3
168,2013,3,12,14,1,3.0,86.0,1013.0,5.0,3,7.15,0.0,0.0,130.750,3
169,2013,3,12,15,1,3.0,81.0,1013.0,6.0,3,8.94,0.0,0.0,131.500,3
170,2013,3,12,16,1,4.0,86.0,1013.0,6.0,0,0.89,0.1,0.1,140.250,3
171,2013,3,12,17,1,4.0,81.0,1014.0,7.0,3,3.13,0.0,0.0,142.750,3
172,2013,3,12,18,1,3.0,81.0,1015.0,6.0,3,6.26,0.0,0.0,143.250,3
173,2013,3,12,19,1,2.0,80.0,1017.0,5.0,3,9.39,0.0,0.0,156.750,4
174,2013,3,12,20,1,3.0,86.0,1019.0,5.0,0,0.89,0.0,0.0,163.750,4
175,2013,3,12,21,1,2.0,93.0,1020.0,3.0,0,1.78,0.0,0.0,163.250,4
176,2013,3,12,22,1,2.0,75.0,1021.0,6.0,2,1.79,0.0,0.0,117.500,3
177,2013,3,12,23,1,1.0,86.0,1022.0,3.0,0,0.89,0.0,0.0,65.500,2
178,2013,3,13,0,1,-5.0,55.0,1023.0,3.0,3,3.13,0.0,0.0,22.750,1
179,2013,3,13,1,1,-6.0,63.0,1024.0,0.0,3,6.26,0.0,0.0,9.250,1
180,2013,3,13,2,1,-9.0,47.0,1025.0,1.0,3,10.28,0.0,0.0,9.750,1
181,2013,3,13,3,1,-8.0,58.0,1025.0,-1.0,3,13.41,0.0,0.0,9.750,1
182,2013,3,13,4,1,-9.0,54.0,1026.0,-1.0,3,16.54,0.0,0.0,14.000,1
183,2013,3,13,5,1,-11.0,43.0,1026.0,0.0,1,4.02,0.0,0.0,14.000,1
184,2013,3,13,6,1,-10.0,50.0,1027.0,-1.0,1,7.15,0.0,0.0,15.000,1
185,2013,3,13,7,1,-10.0,43.0,1029.0,1.0,3,3.13,0.0,0.0,14.500,1
186,2013,3,13,8,1,-11.0,37.0,1030.0,2.0,1,4.02,0.0,0.0,14.250,1
187,2013,3,13,9,1,-12.0,32.0,1031.0,3.0,1,8.94,0.0,0.0,16.000,1
188,2013,3,13,10,1,-15.0,21.0,1031.0,5.0,1,13.86,0.0,0.0,13.500,1
189,2013,3,13,11,1,-15.0,21.0,1032.0,5.0,1,17.88,0.0,0.0,11.750,1
190,2013,3,13,12,1,-16.0,18.0,1031.0,6.0,1,21.9,0.0,0.0,15.250,1
191,2013,3,13,13,1,-18.0,14.0,1029.0,7.0,1,23.69,0.0,0.0,13.750,1
192,2013,3,13,14,1,-18.0,13.0,1029.0,8.0,0,0.89,0.0,0.0,11.500,1
193,2013,3,13,15,1,-19.0,12.0,1028.0,8.0,0,2.68,0.0,0.0,11.750,1
194,2013,3,13,16,1,-18.0,13.0,1028.0,8.0,0,3.57,0.0,0.0,15.750,1
195,2013,3,13,17,1,-18.0,13.0,1028.0,8.0,2,1.79,0.0,0.0,24.250,1
196,2013,3,13,18,1,-15.0,20.0,1028.0,6.0,2,4.92,0.0,0.0,35.000,1
197,2013,3,13,19,1,-12.0,30.0,1029.0,4.0,2,5.81,0.0,0.0,37.000,1
198,2013,3,13,20,1,-13.0,27.0,1029.0,4.0,2,7.6,0.0,0.0,30.500,1
199,2013,3,13,21,1,-12.0,30.0,1030.0,4.0,2,9.39,0.0,0.0,34.750,1
200,2013,3,13,22,1,-9.0,43.0,1030.0,2.0,2,11.18,0.0,0.0,42.750,1
201,2013,3,13,23,1,-9.0,43.0,1030.0,2.0,2,14.31,0.0,0.0,67.750,2
202,2013,3,14,0,1,-3.0,80.0,1031.0,0.0,2,18.33,0.0,0.0,73.250,2
203,2013,3,14,1,1,-4.0,74.0,1031.0,0.0,2,22.35,0.0,0.0,67.750,2
204,2013,3,14,2,1,-4.0,80.0,1031.0,-1.0,2,24.14,0.0,0.0,72.000,2
205,2013,3,14,3,1,-4.0,80.0,1031.0,-1.0,2,25.93,0.0,0.0,73.250,2
206,2013,3,14,4,1,-4.0,86.0,1030.0,-2.0,2,27.72,0.0,0.0,80.000,2
207,2013,3,14,5,1,-4.0,86.0,1030.0,-2.0,2,29.51,0.0,0.0,70.500,2
208,2013,3,14,6,1,-4.0,80.0,1030.0,-1.0,0,0.89,0.0,0.0,69.250,2
209,2013,3,14,8,1,-3.0,80.0,1031.0,0.0,0,0.89,0.0,0.0,90.000,2
210,2013,3,14,9,1,-4.0,69.0,1031.0,1.0,2,1.79,0.0,0.0,97.750,2
211,2013,3,14,10,1,-5.0,55.0,1030.0,3.0,0,1.79,0.0,0.0,111.000,3
212,2013,3,14,12,1,-4.0,52.0,1028.0,5.0,2,3.58,0.0,0.0,116.250,3
213,2013,3,14,13,1,-4.0,45.0,1027.0,7.0,0,1.79,0.0,0.0,107.500,3
214,2013,3,14,14,1,-6.0,34.0,1026.0,9.0,2,3.13,0.0,0.0,96.750,2
215,2013,3,14,15,1,-6.0,34.0,1025.0,9.0,2,6.26,0.0,0.0,96.750,2
216,2013,3,14,16,1,-7.0,29.0,1024.0,10.0,2,11.18,0.0,0.0,104.500,3
217,2013,3,14,17,1,-6.0,34.0,1024.0,9.0,2,16.1,0.0,0.0,109.500,3
218,2013,3,14,18,1,-5.0,42.0,1024.0,7.0,2,21.02,0.0,0.0,111.000,3
219,2013,3,14,19,1,-5.0,48.0,1024.0,5.0,2,25.04,0.0,0.0,111.500,3
220,2013,3,14,20,1,-4.0,52.0,1024.0,5.0,2,25.93,0.0,0.0,119.750,3
221,2013,3,14,21,1,-4.0,59.0,1024.0,3.0,2,26.82,0.0,0.0,153.000,4
222,2013,3,14,22,1,-3.0,64.0,1024.0,3.0,2,28.61,0.0,0.0,161.500,4
223,2013,3,14,23,1,-3.0,64.0,1024.0,3.0,2,30.4,0.0,0.0,162.750,4
224,2013,3,15,0,1,-3.0,69.0,1024.0,2.0,0,0.89,0.0,0.0,174.500,4
225,2013,3,15,1,1,-3.0,74.0,1023.0,1.0,0,1.78,0.0,0.0,189.750,4
226,2013,3,15,2,1,-4.0,74.0,1023.0,0.0,1,0.89,0.0,0.0,198.250,4
227,2013,3,15,3,1,-5.0,69.0,1022.0,0.0,3,0.89,0.0,0.0,208.250,5
228,2013,3,15,4,1,-4.0,80.0,1022.0,-1.0,3,2.68,0.0,0.0,208.000,5
229,2013,3,15,5,1,-3.0,86.0,1022.0,-1.0,0,0.89,0.0,0.0,195.750,4
230,2013,3,15,6,1,-3.0,92.0,1022.0,-2.0,0,1.78,0.0,0.0,179.750,4
231,2013,3,15,7,1,-3.0,86.0,1022.0,-1.0,3,1.79,0.0,0.0,167.500,4
232,2013,3,15,8,1,-1.0,86.0,1022.0,1.0,0,0.89,0.0,0.0,165.000,4
233,2013,3,15,9,1,-2.0,69.0,1022.0,3.0,3,0.89,0.0,0.0,168.000,4
234,2013,3,15,12,1,-1.0,52.0,1020.0,8.0,0,0.89,0.0,0.0,232.000,5
235,2013,3,15,13,1,-2.0,42.0,1019.0,10.0,2,1.79,0.0,0.0,252.750,5
236,2013,3,15,14,1,-2.0,40.0,1018.0,11.0,0,3.13,0.0,0.0,283.250,5
237,2013,3,15,15,1,-1.0,43.0,1017.0,11.0,2,1.79,0.0,0.0,262.250,5
238,2013,3,15,16,1,-1.0,43.0,1017.0,11.0,2,3.58,0.0,0.0,256.750,5
239,2013,3,15,17,1,0.0,46.0,1017.0,11.0,0,1.79,0.0,0.0,272.000,5
240,2013,3,15,18,1,1.0,57.0,1017.0,9.0,2,1.79,0.0,0.0,269.750,5
241,2013,3,15,19,1,1.0,57.0,1018.0,9.0,2,2.68,0.0,0.0,288.000,5
242,2013,3,15,20,1,2.0,70.0,1018.0,7.0,2,3.57,0.0,0.0,290.500,5
243,2013,3,15,21,1,2.0,75.0,1020.0,6.0,2,4.46,0.0,0.0,297.750,5
244,2013,3,15,22,1,1.0,75.0,1020.0,5.0,1,0.89,0.0,0.0,305.500,5
245,2013,3,15,23,1,1.0,80.0,1021.0,4.0,3,1.79,0.0,0.0,366.500,5
246,2013,3,16,0,1,0.0,80.0,1021.0,3.0,3,4.92,0.0,0.0,343.000,5
247,2013,3,16,1,1,0.0,86.0,1021.0,2.0,3,8.05,0.0,0.0,309.250,5
248,2013,3,16,2,1,0.0,75.0,1022.0,4.0,3,12.07,0.0,0.0,305.750,5
249,2013,3,16,3,1,0.0,75.0,1022.0,4.0,3,13.86,0.0,0.0,302.500,5
250,2013,3,16,4,1,0.0,75.0,1023.0,4.0,1,1.79,0.0,0.0,300.750,5
251,2013,3,16,5,1,0.0,86.0,1023.0,2.0,3,3.13,0.0,0.0,300.250,5
252,2013,3,16,7,1,0.0,80.0,1025.0,3.0,3,8.05,0.0,0.0,307.750,5
253,2013,3,16,8,1,0.0,65.0,1025.0,6.0,3,11.18,0.0,0.0,300.000,5
254,2013,3,16,9,1,0.0,53.0,1026.0,9.0,3,14.31,0.0,0.0,280.250,5
255,2013,3,16,10,1,0.0,46.0,1026.0,11.0,3,17.44,0.0,0.0,239.750,5
256,2013,3,16,11,1,-1.0,35.0,1026.0,14.0,0,0.89,0.0,0.0,208.000,5
257,2013,3,16,12,1,-2.0,33.0,1025.0,14.0,0,2.68,0.0,0.0,189.000,4
258,2013,3,16,13,1,-3.0,30.0,1024.0,14.0,2,1.79,0.0,0.0,209.500,5
259,2013,3,16,14,1,-3.0,28.0,1023.0,15.0,2,6.71,0.0,0.0,191.500,4
260,2013,3,16,15,1,-2.0,33.0,1022.0,14.0,2,10.73,0.0,0.0,195.000,4
261,2013,3,16,16,1,-2.0,33.0,1021.0,14.0,2,14.75,0.0,0.0,221.250,5
262,2013,3,16,17,1,-1.0,37.0,1021.0,13.0,2,18.77,0.0,0.0,192.250,4
263,2013,3,16,18,1,2.0,50.0,1020.0,12.0,2,22.79,0.0,0.0,208.000,5
264,2013,3,16,19,1,3.0,61.0,1020.0,10.0,2,25.92,0.0,0.0,236.500,5
265,2013,3,16,20,1,3.0,61.0,1020.0,10.0,2,29.05,0.0,0.0,242.750,5
266,2013,3,16,21,1,2.0,65.0,1020.0,8.0,2,32.18,0.0,0.0,202.000,5
267,2013,3,16,22,1,1.0,65.0,1020.0,7.0,2,35.31,0.0,0.0,195.000,4
268,2013,3,16,23,1,0.0,65.0,1019.0,6.0,0,0.89,0.0,0.0,182.500,4
269,2013,3,17,0,1,1.0,70.0,1018.0,6.0,2,0.89,0.0,0.0,178.250,4
270,2013,3,17,1,1,1.0,75.0,1018.0,5.0,2,2.68,0.0,0.0,206.000,5
271,2013,3,17,2,1,0.0,70.0,1017.0,5.0,0,0.89,0.0,0.0,211.250,5
