,year,month,day,hour,season,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,PM_Mean,PM_Class
18,2013,1,2,6,4,-3.0,64.66,1017.0,3.0,3,7.0,0.0,0.0,142.333,3
19,2013,1,2,7,4,-3.0,60.25,1018.0,4.0,3,9.0,0.0,0.0,150.667,4
20,2013,1,2,8,4,-3.0,60.25,1019.0,4.0,4,1.0,0.0,0.0,144.667,3
21,2013,1,2,9,4,-1.0,74.96,1019.0,3.0,4,2.0,0.0,0.0,166.333,4
22,2013,1,2,16,4,-5.0,36.74,1021.0,9.0,1,6.0,0.0,0.0,142.667,3
23,2013,1,2,17,4,-6.0,34.05,1023.0,9.0,1,10.0,0.0,0.0,126.333,3
24,2013,1,2,18,4,-4.0,39.63,1024.0,9.0,1,13.0,0.0,0.0,89.667,2
25,2013,1,2,19,4,-3.0,45.7,1027.0,8.0,1,18.0,0.0,0.0,60.333,2
26,2013,1,2,20,4,-3.0,45.7,1028.0,8.0,1,24.0,0.0,0.0,59.000,2
27,2013,1,2,22,4,-2.0,52.7,1031.0,7.0,1,34.0,0.0,0.0,65.000,2
28,2013,1,2,23,4,-1.0,60.76,1032.0,6.0,1,38.0,0.0,0.0,65.667,2
29,2013,1,3,0,4,0.0,75.14,1033.0,4.0,3,5.0,0.0,0.0,67.667,2
30,2013,1,3,1,4,-1.0,65.13,1033.0,5.0,1,4.0,0.0,0.0,65.000,2
31,2013,1,3,2,4,-2.0,64.9,1033.0,4.0,1,9.0,0.0,0.0,59.333,2
32,2013,1,3,3,4,-1.0,69.85,1033.0,4.0,1,13.0,0.0,0.0,56.333,2
33,2013,1,3,4,4,-1.0,69.85,1033.0,4.0,1,16.0,0.0,0.0,59.667,2
34,2013,1,3,5,4,-1.0,74.96,1032.0,3.0,1,18.0,0.0,0.0,60.333,2
35,2013,1,3,6,4,-2.0,64.9,1032.0,4.0,1,20.0,0.0,0.0,55.667,2
36,2013,1,3,7,4,-2.0,69.64,1033.0,3.0,1,22.0,0.0,0.0,58.333,2
37,2013,1,3,8,4,-2.0,64.9,1033.0,4.0,0,1.0,0.0,0.0,57.667,2
38,2013,1,3,9,4,-3.0,60.25,1033.0,4.0,1,2.0,0.0,0.0,63.667,2
39,2013,1,3,10,4,-3.0,60.25,1034.0,4.0,1,6.0,0.0,0.0,65.667,2
40,2013,1,3,11,4,-3.0,60.25,1034.0,4.0,1,10.0,0.0,0.0,63.667,2
41,2013,1,3,12,4,-4.0,55.91,1033.0,4.0,1,14.0,0.0,0.0,66.000,2
42,2013,1,3,13,4,-4.0,55.91,1031.0,4.0,1,18.0,0.0,0.0,60.667,2
43,2013,1,3,14,4,-5.0,51.84,1029.0,4.0,1,23.0,0.0,0.0,61.667,2
44,2013,1,3,15,4,-5.0,51.84,1028.0,4.0,1,28.0,0.0,0.0,66.667,2
45,2013,1,3,16,4,-3.0,64.66,1027.0,3.0,1,32.0,0.0,0.0,70.667,2
46,2013,1,3,17,4,-2.0,69.64,1027.0,3.0,1,35.0,0.0,0.0,69.667,2
47,2013,1,3,18,4,-2.0,69.64,1028.0,3.0,1,38.0,0.0,0.0,66.333,2
48,2013,1,3,19,4,-2.0,69.64,1028.0,3.0,1,41.0,0.0,0.0,70.000,2
49,2013,1,3,20,4,0.0,86.58,1029.0,2.0,1,43.0,0.0,0.0,66.667,2
50,2013,1,3,21,4,0.0,86.58,1029.0,2.0,3,2.0,0.0,0.0,80.000,2
51,2013,1,3,22,4,0.0,86.58,1029.0,2.0,0,1.0,0.0,0.0,88.333,2
52,2013,1,3,23,4,0.0,86.58,1030.0,2.0,3,2.0,0.0,0.0,87.000,2
53,2013,1,4,0,4,0.0,93.02,1029.0,1.0,0,1.0,0.0,0.0,83.667,2
54,2013,1,4,1,4,0.0,86.58,1028.0,2.0,0,2.0,0.0,0.0,89.000,2
55,2013,1,4,2,4,0.0,86.58,1028.0,2.0,3,2.0,0.0,0.0,87.333,2
56,2013,1,4,3,4,0.0,86.58,1027.0,2.0,0,1.0,0.0,0.0,90.667,2
57,2013,1,4,4,4,0.0,86.58,1027.0,2.0,0,2.0,0.0,0.0,91.667,2
58,2013,1,4,5,4,0.0,86.58,1026.0,2.0,0,3.0,0.0,0.0,91.667,2
59,2013,1,4,6,4,0.0,86.58,1026.0,2.0,0,4.0,0.0,0.0,92.000,2
60,2013,1,4,7,4,0.0,86.58,1026.0,2.0,0,5.0,0.0,0.0,90.667,2
61,2013,1,4,8,4,0.0,86.58,1026.0,2.0,0,6.0,0.0,0.0,103.000,3
62,2013,1,4,9,4,0.0,86.58,1026.0,2.0,3,1.0,0.0,0.0,107.000,3
63,2013,1,4,10,4,0.0,86.58,1026.0,2.0,0,1.0,0.0,0.0,111.667,3
64,2013,1,4,11,4,0.0,80.63,1026.0,3.0,0,2.0,0.0,0.0,116.667,3
65,2013,1,4,12,4,0.0,80.63,1025.0,3.0,0,3.0,0.0,0.0,125.333,3
66,2013,1,4,13,4,1.0,86.68,1023.0,3.0,0,4.0,0.0,0.0,123.000,3
67,2013,1,4,14,4,1.0,86.68,1022.0,3.0,2,2.0,0.0,0.0,81.667,2
68,2013,1,4,15,4,1.0,93.08,1021.0,2.0,2,4.0,0.0,0.0,101.333,3
69,2013,1,4,16,4,1.0,93.08,1020.0,2.0,2,6.0,0.0,0.0,116.667,3
70,2013,1,4,17,4,1.0,86.68,1020.0,3.0,0,1.0,0.0,0.0,109.000,3
71,2013,1,4,18,4,1.0,86.68,1021.0,3.0,0,2.0,0.0,0.0,100.333,3
72,2013,1,4,19,4,1.0,86.68,1022.0,3.0,0,3.0,0.0,0.0,83.333,2
73,2013,1,4,20,4,1.0,86.68,1023.0,3.0,3,1.0,0.0,0.0,77.000,2
74,2013,1,4,21,4,1.0,86.68,1023.0,3.0,0,2.0,0.0,0.0,69.667,2
75,2013,1,4,22,4,1.0,86.68,1023.0,3.0,3,2.0,0.0,0.0,67.667,2
76,2013,1,4,23,4,1.0,86.68,1024.0,3.0,1,2.0,0.0,0.0,64.000,2
77,2013,1,5,0,4,1.0,86.68,1024.0,3.0,0,1.0,0.0,0.0,58.000,2
78,2013,1,5,1,4,1.0,86.68,1023.0,3.0,1,2.0,0.0,0.0,57.667,2
79,2013,1,5,2,4,1.0,93.08,1023.0,2.0,0,1.0,0.0,0.0,64.000,2
80,2013,1,5,3,4,2.0,100.0,1023.0,2.0,0,2.0,0.1,0.1,74.333,2
81,2013,1,5,4,4,1.0,93.08,1023.0,2.0,0,3.0,0.1,0.2,86.333,2
82,2013,1,5,5,4,1.0,93.08,1022.0,2.0,0,4.0,0.1,0.3,78.333,2
83,2013,1,5,8,4,1.0,93.08,1023.0,2.0,3,1.0,0.0,0.0,88.333,2
84,2013,1,5,10,4,1.0,93.08,1024.0,2.0,3,2.0,0.1,0.3,107.667,3
85,2013,1,5,11,4,2.0,93.13,1024.0,3.0,0,1.0,0.0,0.0,122.333,3
86,2013,1,5,12,4,1.0,86.68,1023.0,3.0,3,2.0,0.0,0.0,113.667,3
87,2013,1,5,13,4,1.0,86.68,1022.0,3.0,3,4.0,0.0,0.0,108.667,3
88,2013,1,5,14,4,1.0,86.68,1022.0,3.0,3,5.0,0.0,0.0,105.000,3
89,2013,1,5,15,4,1.0,86.68,1021.0,3.0,1,2.0,0.0,0.0,102.333,3
90,2013,1,5,16,4,1.0,86.68,1021.0,3.0,3,1.0,0.0,0.0,110.000,3
91,2013,1,5,17,4,1.0,80.78,1021.0,4.0,0,1.0,0.0,0.0,111.667,3
92,2013,1,5,18,4,0.0,75.14,1023.0,4.0,1,2.0,0.0,0.0,108.667,3
93,2013,1,5,19,4,1.0,80.78,1024.0,4.0,2,2.0,0.0,0.0,110.000,3
94,2013,1,5,20,4,2.0,86.79,1025.0,4.0,0,1.0,0.0,0.0,117.000,3
95,2013,1,5,21,4,1.0,93.08,1026.0,2.0,4,1.0,0.0,0.0,120.000,3
96,2013,1,5,22,4,2.0,93.13,1026.0,3.0,0,0.0,0.0,0.0,133.667,3
97,2013,1,6,8,4,-2.0,100.0,1024.0,-2.0,0,1.0,0.0,0.0,107.333,3
98,2013,1,6,9,4,-1.0,100.0,1025.0,-1.0,0,1.0,0.0,0.0,124.000,3
99,2013,1,6,10,4,-1.0,100.0,1026.0,-1.0,4,2.0,0.0,0.0,153.000,4
100,2013,1,6,11,4,0.0,100.0,1025.0,0.0,0,0.0,0.0,0.0,165.333,4
101,2013,1,6,12,4,2.0,100.0,1024.0,2.0,0,1.0,0.0,0.0,164.333,4
102,2013,1,6,13,4,4.0,93.24,1023.0,5.0,0,2.0,0.0,0.0,128.333,3
103,2013,1,6,14,4,0.0,65.36,1021.0,6.0,0,3.0,0.0,0.0,123.333,3
104,2013,1,6,15,4,-1.0,56.72,1020.0,7.0,2,2.0,0.0,0.0,119.667,3
105,2013,1,6,16,4,-1.0,60.76,1020.0,6.0,1,3.0,0.0,0.0,90.333,2
106,2013,1,6,17,4,0.0,70.06,1021.0,5.0,1,8.0,0.0,0.0,84.667,2
107,2013,1,6,18,4,-1.0,65.13,1022.0,5.0,1,10.0,0.0,0.0,95.000,2
108,2013,1,6,19,4,-1.0,74.96,1023.0,3.0,0,1.0,0.0,0.0,97.333,2
109,2013,1,6,20,4,0.0,75.14,1023.0,4.0,0,2.0,0.0,0.0,101.000,3
110,2013,1,6,21,4,1.0,80.78,1024.0,4.0,0,3.0,0.0,0.0,112.667,3
111,2013,1,6,22,4,1.0,86.68,1025.0,3.0,0,4.0,0.0,0.0,123.333,3
112,2013,1,6,23,4,1.0,100.0,1025.0,1.0,0,5.0,0.0,0.0,128.667,3
113,2013,1,7,1,4,0.0,100.0,1025.0,0.0,4,2.0,0.0,0.0,139.667,3
114,2013,1,7,2,4,0.0,100.0,1024.0,0.0,4,4.0,0.0,0.0,152.667,4
115,2013,1,7,3,4,0.0,93.02,1024.0,1.0,4,6.0,0.0,0.0,156.333,4
116,2013,1,7,4,4,-1.0,92.96,1023.0,0.0,4,7.0,0.0,0.0,135.667,3
117,2013,1,7,5,4,0.0,100.0,1023.0,0.0,2,2.0,0.0,0.0,131.667,3
118,2013,1,7,6,4,-2.0,100.0,1023.0,-2.0,0,1.0,0.0,0.0,118.000,3
119,2013,1,7,7,4,-2.0,100.0,1023.0,-2.0,2,1.0,0.0,0.0,114.000,3
120,2013,1,7,8,4,-1.0,100.0,1023.0,-1.0,0,0.0,0.0,0.0,130.000,3
121,2013,1,7,9,4,-1.0,100.0,1024.0,-1.0,2,1.0,0.0,0.0,128.667,3
122,2013,1,7,12,4,1.0,93.08,1023.0,2.0,2,2.0,0.0,0.0,195.333,4
123,2013,1,7,13,4,3.0,93.19,1021.0,4.0,0,2.0,0.0,0.0,186.000,4
124,2013,1,7,14,4,3.0,81.06,1019.0,6.0,2,2.0,0.0,0.0,162.000,4
125,2013,1,7,15,4,-1.0,52.98,1019.0,8.0,0,1.0,0.0,0.0,131.000,3
126,2013,1,7,16,4,-1.0,52.98,1018.0,8.0,2,2.0,0.0,0.0,132.333,3
127,2013,1,7,17,4,-1.0,52.98,1019.0,8.0,0,2.0,0.0,0.0,135.667,3
128,2013,1,7,18,4,0.0,61.01,1019.0,7.0,2,2.0,0.0,0.0,140.000,3
129,2013,1,7,20,4,0.0,70.06,1021.0,5.0,4,2.0,0.0,0.0,138.000,3
130,2013,1,7,21,4,1.0,86.68,1022.0,3.0,0,0.0,0.0,0.0,142.333,3
131,2013,1,7,22,4,0.0,80.63,1022.0,3.0,0,1.0,0.0,0.0,149.333,3
132,2013,1,7,23,4,0.0,86.58,1023.0,2.0,0,2.0,0.0,0.0,153.667,4
133,2013,1,8,0,4,0.0,93.02,1024.0,1.0,0,2.0,0.0,0.0,184.000,4
134,2013,1,8,2,4,1.0,100.0,1024.0,1.0,0,0.0,0.0,0.0,236.667,5
135,2013,1,8,3,4,1.0,100.0,1023.0,1.0,4,1.0,0.0,0.0,232.667,5
136,2013,1,8,4,4,0.0,100.0,1023.0,0.0,4,2.0,0.0,0.0,238.333,5
137,2013,1,8,5,4,-1.0,100.0,1023.0,-1.0,4,3.0,0.0,0.0,244.000,5
138,2013,1,8,6,4,-1.0,100.0,1023.0,-1.0,4,4.0,0.0,0.0,257.667,5
139,2013,1,8,12,4,2.0,75.49,1025.0,6.0,4,2.0,0.0,0.0,183.333,4
140,2013,1,8,13,4,0.0,56.99,1024.0,8.0,0,1.0,0.0,0.0,184.000,4
141,2013,1,8,14,4,0.0,53.26,1023.0,9.0,0,3.0,0.0,0.0,168.667,4
142,2013,1,8,15,4,-1.0,49.51,1022.0,9.0,4,2.0,0.0,0.0,167.667,4
143,2013,1,8,16,4,-1.0,46.29,1022.0,10.0,0,1.0,0.0,0.0,155.667,4
144,2013,1,8,18,4,-1.0,56.72,1023.0,7.0,0,0.0,0.0,0.0,158.000,4
145,2013,1,8,19,4,-1.0,65.13,1024.0,5.0,4,1.0,0.0,0.0,172.333,4
146,2013,1,8,20,4,2.0,86.79,1026.0,4.0,3,1.0,0.0,0.0,191.000,4
147,2013,1,8,21,4,0.0,70.06,1027.0,5.0,0,0.0,0.0,0.0,215.000,5
148,2013,1,8,22,4,2.0,80.92,1027.0,5.0,0,0.0,0.0,0.0,213.667,5
149,2013,1,8,23,4,2.0,80.92,1028.0,5.0,0,0.0,0.0,0.0,231.667,5
150,2013,1,9,0,4,3.0,93.19,1028.0,4.0,0,0.0,0.0,0.0,240.333,5
151,2013,1,9,1,4,2.0,86.79,1028.0,4.0,4,1.0,0.0,0.0,243.667,5
152,2013,1,9,2,4,2.0,86.79,1028.0,4.0,0,1.0,0.0,0.0,251.667,5
153,2013,1,9,3,4,2.0,86.79,1028.0,4.0,0,1.0,0.0,0.0,254.000,5
154,2013,1,9,5,4,1.0,100.0,1027.0,1.0,0,2.0,0.0,0.0,231.667,5
155,2013,1,9,6,4,0.0,93.02,1026.0,1.0,1,1.0,0.0,0.0,231.000,5
156,2013,1,9,7,4,0.0,100.0,1026.0,0.0,0,0.0,0.0,0.0,223.000,5
157,2013,1,9,9,4,0.0,100.0,1027.0,0.0,4,3.0,0.0,0.0,267.667,5
158,2013,1,9,11,4,4.0,93.24,1027.0,5.0,0,0.0,0.0,0.0,308.000,5
159,2013,1,9,13,4,1.0,57.25,1024.0,9.0,2,4.0,0.0,0.0,194.000,4
160,2013,1,9,15,4,-1.0,46.29,1022.0,10.0,0,2.0,0.0,0.0,160.333,4
161,2013,1,9,16,4,-1.0,46.29,1022.0,10.0,1,2.0,0.0,0.0,143.000,3
162,2013,1,9,19,4,-1.0,52.98,1023.0,8.0,1,5.0,0.0,0.0,123.000,3
163,2013,1,9,20,4,-1.0,56.72,1024.0,7.0,1,7.0,0.0,0.0,131.667,3
164,2013,1,9,21,4,-1.0,56.72,1025.0,7.0,1,9.0,0.0,0.0,142.333,3
165,2013,1,9,22,4,-1.0,56.72,1025.0,7.0,1,11.0,0.0,0.0,148.000,3
166,2013,1,9,23,4,0.0,61.01,1026.0,7.0,1,14.0,0.0,0.0,143.333,3
167,2013,1,10,0,4,1.0,75.32,1026.0,5.0,3,1.0,0.0,0.0,148.333,3
168,2013,1,10,1,4,1.0,75.32,1026.0,5.0,0,1.0,0.0,0.0,156.667,4
169,2013,1,10,2,4,3.0,86.89,1025.0,5.0,0,2.0,0.0,0.0,171.000,4
170,2013,1,10,3,4,3.0,86.89,1025.0,5.0,3,1.0,0.0,0.0,169.667,4
171,2013,1,10,4,4,3.0,86.89,1024.0,5.0,3,2.0,0.0,0.0,172.000,4
172,2013,1,10,5,4,3.0,93.19,1023.0,4.0,1,1.0,0.0,0.0,179.000,4
173,2013,1,10,6,4,2.0,80.92,1023.0,5.0,0,1.0,0.0,0.0,189.000,4
174,2013,1,10,8,4,2.0,80.92,1024.0,5.0,0,3.0,0.0,0.0,174.667,4
175,2013,1,10,9,4,3.0,86.89,1024.0,5.0,0,3.0,0.0,0.0,172.667,4
176,2013,1,10,10,4,3.0,86.89,1025.0,5.0,4,1.0,0.0,0.0,175.667,4
177,2013,1,10,11,4,4.0,93.24,1026.0,5.0,0,0.0,0.1,0.1,191.333,4
178,2013,1,10,12,4,4.0,93.24,1025.0,5.0,0,1.0,0.0,0.0,211.000,5
179,2013,1,10,13,4,4.0,86.99,1024.0,6.0,3,2.0,0.0,0.0,229.667,5
180,2013,1,10,15,4,3.0,75.67,1022.0,7.0,3,6.0,0.0,0.0,218.333,5
181,2013,1,10,16,4,3.0,81.06,1022.0,6.0,3,8.0,0.0,0.0,209.000,5
182,2013,1,10,17,4,3.0,81.06,1022.0,6.0,3,10.0,0.0,0.0,209.333,5
183,2013,1,10,18,4,4.0,93.24,1023.0,5.0,3,13.0,0.0,0.0,195.000,4
184,2013,1,10,19,4,3.0,86.89,1024.0,5.0,3,15.0,0.0,0.0,184.000,4
185,2013,1,10,21,4,3.0,93.19,1025.0,4.0,0,1.0,0.0,0.0,185.667,4
186,2013,1,10,22,4,3.0,93.19,1026.0,4.0,0,2.0,0.0,0.0,184.333,4
187,2013,1,10,23,4,3.0,93.19,1026.0,4.0,0,3.0,0.0,0.0,185.000,4
188,2013,1,11,0,4,3.0,93.19,1026.0,4.0,0,4.0,0.0,0.0,192.667,4
189,2013,1,11,1,4,2.0,93.13,1026.0,3.0,4,1.0,0.0,0.0,198.667,4
190,2013,1,11,8,4,2.0,100.0,1027.0,2.0,0,1.0,0.0,0.0,187.000,4
191,2013,1,11,9,4,3.0,100.0,1028.0,3.0,0,1.0,0.0,0.0,194.667,4
192,2013,1,11,12,4,4.0,86.99,1028.0,6.0,0,2.0,0.0,0.0,313.667,4
193,2013,1,11,13,4,2.0,65.82,1027.0,8.0,0,3.0,0.0,0.0,314.000,4
194,2013,1,11,14,4,1.0,57.25,1025.0,9.0,0,4.0,0.0,0.0,289.000,4
195,2013,1,11,15,4,1.0,57.25,1024.0,9.0,4,2.0,0.0,0.0,255.667,4
196,2013,1,11,17,4,1.0,57.25,1025.0,9.0,4,7.0,0.0,0.0,233.333,5
197,2013,1,11,18,4,1.0,65.59,1025.0,7.0,4,9.0,0.0,0.0,226.667,5
198,2013,1,11,19,4,1.0,65.59,1026.0,7.0,4,11.0,0.0,0.0,224.000,5
199,2013,1,11,20,4,1.0,70.27,1027.0,6.0,4,12.0,0.0,0.0,230.000,5
200,2013,1,11,21,4,1.0,70.27,1027.0,6.0,4,13.0,0.0,0.0,238.333,5
201,2013,1,11,22,4,3.0,86.89,1027.0,5.0,4,14.0,0.0,0.0,239.333,5
202,2013,1,11,23,4,2.0,86.79,1027.0,4.0,4,15.0,0.0,0.0,244.333,5
203,2013,1,12,0,4,2.0,93.13,1027.0,3.0,4,16.0,0.0,0.0,240.000,5
204,2013,1,12,1,4,2.0,86.79,1027.0,4.0,4,17.0,0.0,0.0,233.333,5
205,2013,1,12,2,4,2.0,86.79,1027.0,4.0,2,2.0,0.0,0.0,243.333,5
206,2013,1,12,3,4,3.0,93.19,1026.0,4.0,2,4.0,0.0,0.0,248.000,5
207,2013,1,12,4,4,1.0,93.08,1025.0,2.0,0,0.0,0.0,0.0,242.667,5
208,2013,1,12,5,4,1.0,100.0,1025.0,1.0,3,1.0,0.0,0.0,240.667,5
209,2013,1,12,6,4,0.0,100.0,1024.0,0.0,3,2.0,0.0,0.0,236.667,5
210,2013,1,12,9,4,1.0,100.0,1024.0,1.0,0,1.0,0.0,0.0,258.333,5
211,2013,1,12,10,4,4.0,100.0,1025.0,4.0,0,1.0,0.0,0.0,277.667,5
212,2013,1,12,11,4,4.0,93.24,1025.0,5.0,0,2.0,0.0,0.0,304.000,5
213,2013,1,12,12,4,2.0,65.82,1023.0,8.0,1,1.0,0.0,0.0,343.000,5
214,2013,1,12,13,4,2.0,61.51,1021.0,9.0,0,1.0,0.0,0.0,387.333,5
215,2013,1,12,14,4,1.0,53.53,1019.0,10.0,0,3.0,0.0,0.0,396.000,5
216,2013,1,12,15,4,1.0,53.53,1018.0,10.0,1,2.0,0.0,0.0,378.667,5
217,2013,1,12,16,4,1.0,53.53,1018.0,10.0,1,5.0,0.0,0.0,309.333,5
218,2013,1,12,17,4,1.0,53.53,1018.0,10.0,1,8.0,0.0,0.0,269.333,5
219,2013,1,12,19,4,1.0,70.27,1020.0,6.0,3,2.0,0.0,0.0,262.667,5
220,2013,1,12,20,4,2.0,75.49,1020.0,6.0,3,4.0,0.0,0.0,285.333,5
221,2013,1,12,21,4,3.0,81.06,1021.0,6.0,0,1.0,0.0,0.0,296.667,5
222,2013,1,12,22,4,3.0,86.89,1021.0,5.0,3,1.0,0.0,0.0,307.000,5
223,2013,1,12,23,4,2.0,86.79,1021.0,4.0,3,2.0,0.0,0.0,297.667,5
224,2013,1,13,1,4,2.0,100.0,1020.0,2.0,0,0.0,0.0,0.0,296.000,5
225,2013,1,13,2,4,2.0,100.0,1020.0,2.0,3,1.0,0.0,0.0,299.000,5
226,2013,1,13,3,4,3.0,100.0,1020.0,3.0,3,3.0,0.0,0.0,310.333,5
227,2013,1,13,4,4,3.0,93.19,1020.0,4.0,0,1.0,0.0,0.0,311.667,5
228,2013,1,13,5,4,3.0,100.0,1019.0,3.0,0,1.0,0.0,0.0,325.000,5
229,2013,1,13,6,4,3.0,93.19,1018.0,4.0,0,1.0,0.0,0.0,328.667,5
230,2013,1,13,7,4,3.0,93.19,1018.0,4.0,0,1.0,0.0,0.0,345.333,5
231,2013,1,13,8,4,3.0,93.19,1019.0,4.0,4,1.0,0.0,0.0,354.000,5
232,2013,1,13,9,4,4.0,100.0,1019.0,4.0,4,2.0,0.0,0.0,355.333,5
233,2013,1,13,10,4,4.0,93.24,1020.0,5.0,4,3.0,0.0,0.0,343.667,5
234,2013,1,13,11,4,4.0,86.99,1020.0,6.0,0,0.0,0.0,0.0,335.000,5
235,2013,1,13,12,4,4.0,81.2,1019.0,7.0,0,1.0,0.0,0.0,340.000,5
236,2013,1,13,14,4,2.0,65.82,1017.0,8.0,1,4.0,0.0,0.0,328.333,5
237,2013,1,13,15,4,2.0,65.82,1017.0,8.0,0,1.0,0.0,0.0,311.667,5
238,2013,1,13,16,4,2.0,65.82,1018.0,8.0,3,3.0,0.0,0.0,311.667,5
239,2013,1,13,17,4,2.0,70.47,1019.0,7.0,3,6.0,0.0,0.0,286.333,5
240,2013,1,13,18,4,2.0,70.47,1019.0,7.0,3,9.0,0.0,0.0,284.667,5
241,2013,1,13,19,4,2.0,70.47,1020.0,7.0,3,11.0,0.0,0.0,279.667,5
242,2013,1,13,21,4,2.0,75.49,1023.0,6.0,3,2.0,0.0,0.0,245.667,5
243,2013,1,13,22,4,2.0,75.49,1023.0,6.0,0,1.0,0.0,0.0,224.333,5
244,2013,1,13,23,4,1.0,70.27,1023.0,6.0,3,1.0,0.0,0.0,218.000,5
245,2013,1,14,0,4,1.0,75.32,1023.0,5.0,0,0.0,0.0,0.0,213.000,5
246,2013,1,14,1,4,2.0,86.79,1023.0,4.0,0,0.0,0.0,0.0,210.000,5
247,2013,1,14,2,4,3.0,93.19,1023.0,4.0,0,1.0,0.0,0.0,213.333,5
248,2013,1,14,3,4,2.0,86.79,1022.0,4.0,0,2.0,0.0,0.0,229.333,5
249,2013,1,14,4,4,3.0,93.19,1022.0,4.0,0,3.0,0.0,0.0,225.667,5
250,2013,1,14,5,4,3.0,93.19,1021.0,4.0,3,2.0,0.0,0.0,225.333,5
251,2013,1,14,6,4,3.0,93.19,1021.0,4.0,0,1.0,0.0,0.0,229.333,5
252,2013,1,14,8,4,3.0,86.89,1022.0,5.0,4,1.0,0.0,0.0,249.333,5
253,2013,1,14,9,4,3.0,86.89,1022.0,5.0,0,1.0,0.0,0.0,259.667,5
254,2013,1,14,10,4,3.0,86.89,1022.0,5.0,0,2.0,0.0,0.0,257.333,5
255,2013,1,14,11,4,3.0,81.06,1022.0,6.0,0,3.0,0.0,0.0,264.667,5
256,2013,1,14,12,4,3.0,75.67,1021.0,7.0,0,3.0,0.0,0.0,263.667,5
257,2013,1,14,13,4,3.0,75.67,1019.0,7.0,4,1.0,0.0,0.0,270.667,5
258,2013,1,14,14,4,3.0,70.67,1018.0,8.0,0,1.0,0.0,0.0,299.000,5
259,2013,1,14,15,4,2.0,65.82,1017.0,8.0,0,1.0,0.0,0.0,282.333,5
260,2013,1,14,16,4,2.0,65.82,1017.0,8.0,0,1.0,0.0,0.0,290.667,5
261,2013,1,14,17,4,2.0,65.82,1018.0,8.0,1,2.0,0.0,0.0,341.333,5
262,2013,1,14,18,4,2.0,65.82,1019.0,8.0,1,4.0,0.0,0.0,336.333,5
263,2013,1,14,19,4,3.0,75.67,1020.0,7.0,1,6.0,0.0,0.0,309.333,5
264,2013,1,14,20,4,3.0,70.67,1021.0,8.0,1,9.0,0.0,0.0,310.000,5
265,2013,1,14,21,4,3.0,75.67,1022.0,7.0,3,1.0,0.0,0.0,356.000,5
266,2013,1,14,22,4,3.0,75.67,1023.0,7.0,0,1.0,0.0,0.0,342.000,5
267,2013,1,15,2,4,3.0,86.89,1025.0,5.0,4,1.0,0.0,0.0,294.667,5
268,2013,1,15,3,4,4.0,86.99,1025.0,6.0,4,2.0,0.0,0.0,285.000,5
269,2013,1,15,4,4,3.0,93.19,1025.0,4.0,0,0.0,0.0,0.0,277.667,5
270,2013,1,15,5,4,3.0,93.19,1024.0,4.0,0,0.0,0.0,0.0,277.000,5
271,2013,1,15,6,4,3.0,93.19,1024.0,4.0,0,0.0,0.0,0.0,290.000,5
272,2013,1,15,7,4,3.0,100.0,1024.0,3.0,4,1.0,0.0,0.0,303.000,5
273,2013,1,15,9,4,3.0,100.0,1025.0,3.0,0,1.0,0.0,0.0,321.333,5
274,2013,1,15,10,4,5.0,93.29,1025.0,6.0,0,2.0,0.0,0.0,354.333,5
